epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,757.471,0.75903,0.36395,0.80842,0.94061,0.84076,0.8934,0.60006,0.88191,0.40175,0.83419,6.50961e-05,6.50961e-05,6.50961e-05
149,762.184,0.76235,0.36513,0.80232,0.93598,0.84616,0.89127,0.60067,0.87838,0.39731,0.8338,5.91922e-05,5.91922e-05,5.91922e-05
150,767.039,0.76978,0.36553,0.80531,0.91913,0.85018,0.89033,0.60197,0.8774,0.39646,0.83376,5.37522e-05,5.37522e-05,5.37522e-05
151,773.586,0.75068,0.35796,0.81735,0.94018,0.84076,0.89154,0.59712,0.8867,0.40195,0.83516,4.87782e-05,4.87782e-05,4.87782e-05
152,778.23,0.7517,0.35629,0.81752,0.91772,0.84871,0.89816,0.59715,0.88935,0.40275,0.83669,4.42721e-05,4.42721e-05,4.42721e-05
153,783.22,0.74285,0.35077,0.81707,0.89997,0.85666,0.89285,0.59524,0.88741,0.40107,0.83601,4.02357e-05,4.02357e-05,4.02357e-05
154,787.937,0.75377,0.35555,0.81109,0.91017,0.86642,0.89337,0.59461,0.88411,0.39991,0.83568,3.66704e-05,3.66704e-05,3.66704e-05
155,792.817,0.74102,0.35076,0.81398,0.90741,0.8672,0.89415,0.59633,0.88791,0.40134,0.83554,3.35778e-05,3.35778e-05,3.35778e-05
156,797.645,0.74973,0.35003,0.81945,0.92225,0.86467,0.89324,0.59077,0.88678,0.39925,0.83465,3.09589e-05,3.09589e-05,3.09589e-05
157,802.329,0.73438,0.34823,0.81143,0.92257,0.85955,0.89415,0.59206,0.88102,0.40051,0.83499,2.88148e-05,2.88148e-05,2.88148e-05
158,807.599,0.73565,0.3476,0.81989,0.91377,0.85908,0.89289,0.59522,0.8768,0.39892,0.83485,2.71463e-05,2.71463e-05,2.71463e-05
159,813.403,0.73736,0.34782,0.81305,0.91687,0.85344,0.89317,0.59918,0.87667,0.39844,0.83538,2.59541e-05,2.59541e-05,2.59541e-05
160,818.465,0.72938,0.3427,0.81302,0.91541,0.85365,0.89255,0.59749,0.87677,0.39775,0.83487,2.52385e-05,2.52385e-05,2.52385e-05
